Modified reporting requirements,Collection of additional data elements
"Expansion of reporting beyond physicians, nurse practitioners and pharmacists to include other health care professionals and pharmacy technicians . Potential reporting is no longer triggered by a ""written request"", but by a verbal or written request that is followed by an assessment. Aligning the Regulations with revised safeguards (i.e., reducing the requirement from two witnesses to one) introduced by the legislation.","Safeguards for persons whose natural death is not reasonably foreseeable. Application of the waiver of final consent for persons whose natural death is reasonably foreseeable. Application of advanced consent related to practitioner administered MAID in the event of complications with self-administration . Additional data on disability support services and palliative care services received. Gender identity, race, Indigenous identity and disability of persons requesting MAID (if the person consents to providing this information). Usual place of residence and living arrangements of the person on the day on which the request for MAID was received. Length of time a person has had a serious and incurable illness, disease or disability. Data on the means used to ensure that the person seeking MAID understood the information that was provided to them and communicated their decision. Person's previous request(s) for MAID, if applicable. Length of the MAID assessment process , in cases where MAID is provided to a person whose natural death is not reasonably foreseeable. Cases where the person has been found eligible to receive MAID, but the practitioner is unable to administer MAID due to safeguards not being met ."
