"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Nunavut, place of residence","2021A000262","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216715","15.11.2","12.0","","","","1"
"2001","Nunavut, place of residence","2021A000262","Month of death, November","Number of deaths","Number","223","units","0","v21216716","15.12.1","13","","","","0"
"2001","Nunavut, place of residence","2021A000262","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216717","15.12.2","10.4","","","","1"
"2001","Nunavut, place of residence","2021A000262","Month of death, December","Number of deaths","Number","223","units","0","v21216718","15.13.1","10","","","","0"
"2001","Nunavut, place of residence","2021A000262","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216719","15.13.2","8.0","","","","1"
"2001","Unknown province or territory of residence","","Total, month of death","Number of deaths","Number","223","units","0","v21216720","16.1.1","22","","","","0"
"2001","Unknown province or territory of residence","","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216721","16.1.2","100.0","","","","1"
"2001","Unknown province or territory of residence","","Month of death, January","Number of deaths","Number","223","units","0","v21216722","16.2.1","3","","","","0"
"2001","Unknown province or territory of residence","","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216723","16.2.2","13.6","","","","1"
"2001","Unknown province or territory of residence","","Month of death, February","Number of deaths","Number","223","units","0","v21216724","16.3.1","1","","","","0"
"2001","Unknown province or territory of residence","","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216725","16.3.2","4.5","","","","1"
"2001","Unknown province or territory of residence","","Month of death, March","Number of deaths","Number","223","units","0","v21216726","16.4.1","1","","","","0"
"2001","Unknown province or territory of residence","","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216727","16.4.2","4.5","","","","1"
"2001","Unknown province or territory of residence","","Month of death, April","Number of deaths","Number","223","units","0","v21216728","16.5.1","0","","","","0"
"2001","Unknown province or territory of residence","","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216729","16.5.2","0.0","","","","1"
"2001","Unknown province or territory of residence","","Month of death, May","Number of deaths","Number","223","units","0","v21216730","16.6.1","0","","","","0"
"2001","Unknown province or territory of residence","","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216731","16.6.2","0.0","","","","1"
"2001","Unknown province or territory of residence","","Month of death, June","Number of deaths","Number","223","units","0","v21216732","16.7.1","1","","","","0"
"2001","Unknown province or territory of residence","","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216733","16.7.2","4.5","","","","1"
"2001","Unknown province or territory of residence","","Month of death, July","Number of deaths","Number","223","units","0","v21216734","16.8.1","0","","","","0"
"2001","Unknown province or territory of residence","","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216735","16.8.2","0.0","","","","1"
"2001","Unknown province or territory of residence","","Month of death, August","Number of deaths","Number","223","units","0","v21216736","16.9.1","2","","","","0"
"2001","Unknown province or territory of residence","","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216737","16.9.2","9.1","","","","1"
"2001","Unknown province or territory of residence","","Month of death, September","Number of deaths","Number","223","units","0","v21216738","16.10.1","2","","","","0"
"2001","Unknown province or territory of residence","","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216739","16.10.2","9.1","","","","1"
"2001","Unknown province or territory of residence","","Month of death, October","Number of deaths","Number","223","units","0","v21216740","16.11.1","7","","","","0"
"2001","Unknown province or territory of residence","","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216741","16.11.2","31.8","","","","1"
"2001","Unknown province or territory of residence","","Month of death, November","Number of deaths","Number","223","units","0","v21216742","16.12.1","3","","","","0"
"2001","Unknown province or territory of residence","","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216743","16.12.2","13.6","","","","1"
"2001","Unknown province or territory of residence","","Month of death, December","Number of deaths","Number","223","units","0","v21216744","16.13.1","2","","","","0"
"2001","Unknown province or territory of residence","","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216745","16.13.2","9.1","","","","1"
"2002","Canada, place of residence","2021A000011124","Total, month of death","Number of deaths","Number","223","units","0","v21216330","1.1.1","224002","","","","0"
"2002","Canada, place of residence","2021A000011124","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216331","1.1.2","100.0","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, January","Number of deaths","Number","223","units","0","v21216332","1.2.1","20182","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216333","1.2.2","9.0","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, February","Number of deaths","Number","223","units","0","v21216334","1.3.1","18563","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216335","1.3.2","8.3","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, March","Number of deaths","Number","223","units","0","v21216336","1.4.1","20121","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216337","1.4.2","9.0","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, April","Number of deaths","Number","223","units","0","v21216338","1.5.1","18337","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216339","1.5.2","8.2","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, May","Number of deaths","Number","223","units","0","v21216340","1.6.1","18567","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216341","1.6.2","8.3","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, June","Number of deaths","Number","223","units","0","v21216342","1.7.1","17306","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216343","1.7.2","7.7","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, July","Number of deaths","Number","223","units","0","v21216344","1.8.1","18482","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216345","1.8.2","8.3","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, August","Number of deaths","Number","223","units","0","v21216346","1.9.1","18025","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216347","1.9.2","8.0","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, September","Number of deaths","Number","223","units","0","v21216348","1.10.1","17051","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216349","1.10.2","7.6","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, October","Number of deaths","Number","223","units","0","v21216350","1.11.1","18456","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216351","1.11.2","8.2","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, November","Number of deaths","Number","223","units","0","v21216352","1.12.1","18768","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216353","1.12.2","8.4","","","","1"
"2002","Canada, place of residence","2021A000011124","Month of death, December","Number of deaths","Number","223","units","0","v21216354","1.13.1","20144","","","","0"
"2002","Canada, place of residence","2021A000011124","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216355","1.13.2","9.0","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Total, month of death","Number of deaths","Number","223","units","0","v21216356","2.1.1","4322","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216357","2.1.2","100.0","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, January","Number of deaths","Number","223","units","0","v21216358","2.2.1","400","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216359","2.2.2","9.3","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, February","Number of deaths","Number","223","units","0","v21216360","2.3.1","336","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216361","2.3.2","7.8","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, March","Number of deaths","Number","223","units","0","v21216362","2.4.1","405","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216363","2.4.2","9.4","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, April","Number of deaths","Number","223","units","0","v21216364","2.5.1","405","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216365","2.5.2","9.4","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, May","Number of deaths","Number","223","units","0","v21216366","2.6.1","349","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216367","2.6.2","8.1","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, June","Number of deaths","Number","223","units","0","v21216368","2.7.1","323","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216369","2.7.2","7.5","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, July","Number of deaths","Number","223","units","0","v21216370","2.8.1","336","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216371","2.8.2","7.8","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, August","Number of deaths","Number","223","units","0","v21216372","2.9.1","337","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216373","2.9.2","7.8","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, September","Number of deaths","Number","223","units","0","v21216374","2.10.1","319","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216375","2.10.2","7.4","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, October","Number of deaths","Number","223","units","0","v21216376","2.11.1","372","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216377","2.11.2","8.6","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, November","Number of deaths","Number","223","units","0","v21216378","2.12.1","357","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216379","2.12.2","8.3","","","","1"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, December","Number of deaths","Number","223","units","0","v21216380","2.13.1","383","","","","0"
"2002","Newfoundland and Labrador, place of residence","2021A000210","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216381","2.13.2","8.9","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Total, month of death","Number of deaths","Number","223","units","0","v21216382","3.1.1","1238","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216383","3.1.2","100.0","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, January","Number of deaths","Number","223","units","0","v21216384","3.2.1","120","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216385","3.2.2","9.7","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, February","Number of deaths","Number","223","units","0","v21216386","3.3.1","96","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216387","3.3.2","7.8","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, March","Number of deaths","Number","223","units","0","v21216388","3.4.1","116","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216389","3.4.2","9.4","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, April","Number of deaths","Number","223","units","0","v21216390","3.5.1","93","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216391","3.5.2","7.5","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, May","Number of deaths","Number","223","units","0","v21216392","3.6.1","107","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216393","3.6.2","8.6","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, June","Number of deaths","Number","223","units","0","v21216394","3.7.1","101","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216395","3.7.2","8.2","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, July","Number of deaths","Number","223","units","0","v21216396","3.8.1","100","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216397","3.8.2","8.1","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, August","Number of deaths","Number","223","units","0","v21216398","3.9.1","85","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216399","3.9.2","6.9","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, September","Number of deaths","Number","223","units","0","v21216400","3.10.1","109","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216401","3.10.2","8.8","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, October","Number of deaths","Number","223","units","0","v21216402","3.11.1","103","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216403","3.11.2","8.3","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, November","Number of deaths","Number","223","units","0","v21216404","3.12.1","95","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216405","3.12.2","7.7","","","","1"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, December","Number of deaths","Number","223","units","0","v21216406","3.13.1","113","","","","0"
"2002","Prince Edward Island, place of residence","2021A000211","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216407","3.13.2","9.1","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Total, month of death","Number of deaths","Number","223","units","0","v21216408","4.1.1","7994","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216409","4.1.2","100.0","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, January","Number of deaths","Number","223","units","0","v21216410","4.2.1","659","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216411","4.2.2","8.2","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, February","Number of deaths","Number","223","units","0","v21216412","4.3.1","664","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216413","4.3.2","8.3","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, March","Number of deaths","Number","223","units","0","v21216414","4.4.1","703","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216415","4.4.2","8.8","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, April","Number of deaths","Number","223","units","0","v21216416","4.5.1","702","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216417","4.5.2","8.8","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, May","Number of deaths","Number","223","units","0","v21216418","4.6.1","679","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216419","4.6.2","8.5","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, June","Number of deaths","Number","223","units","0","v21216420","4.7.1","682","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216421","4.7.2","8.5","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, July","Number of deaths","Number","223","units","0","v21216422","4.8.1","642","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216423","4.8.2","8.0","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, August","Number of deaths","Number","223","units","0","v21216424","4.9.1","646","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216425","4.9.2","8.1","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, September","Number of deaths","Number","223","units","0","v21216426","4.10.1","620","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216427","4.10.2","7.8","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, October","Number of deaths","Number","223","units","0","v21216428","4.11.1","673","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216429","4.11.2","8.4","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, November","Number of deaths","Number","223","units","0","v21216430","4.12.1","697","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216431","4.12.2","8.7","","","","1"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, December","Number of deaths","Number","223","units","0","v21216432","4.13.1","627","","","","0"
"2002","Nova Scotia, place of residence","2021A000212","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216433","4.13.2","7.8","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Total, month of death","Number of deaths","Number","223","units","0","v21216434","5.1.1","6095","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216435","5.1.2","100.0","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, January","Number of deaths","Number","223","units","0","v21216436","5.2.1","528","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216437","5.2.2","8.7","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, February","Number of deaths","Number","223","units","0","v21216438","5.3.1","513","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216439","5.3.2","8.4","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, March","Number of deaths","Number","223","units","0","v21216440","5.4.1","530","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216441","5.4.2","8.7","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, April","Number of deaths","Number","223","units","0","v21216442","5.5.1","531","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216443","5.5.2","8.7","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, May","Number of deaths","Number","223","units","0","v21216444","5.6.1","517","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216445","5.6.2","8.5","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, June","Number of deaths","Number","223","units","0","v21216446","5.7.1","458","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216447","5.7.2","7.5","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, July","Number of deaths","Number","223","units","0","v21216448","5.8.1","481","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216449","5.8.2","7.9","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, August","Number of deaths","Number","223","units","0","v21216450","5.9.1","482","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216451","5.9.2","7.9","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, September","Number of deaths","Number","223","units","0","v21216452","5.10.1","465","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216453","5.10.2","7.6","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, October","Number of deaths","Number","223","units","0","v21216454","5.11.1","507","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216455","5.11.2","8.3","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, November","Number of deaths","Number","223","units","0","v21216456","5.12.1","521","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216457","5.12.2","8.5","","","","1"
"2002","New Brunswick, place of residence","2021A000213","Month of death, December","Number of deaths","Number","223","units","0","v21216458","5.13.1","562","","","","0"
"2002","New Brunswick, place of residence","2021A000213","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216459","5.13.2","9.2","","","","1"
"2002","Quebec, place of residence","2021A000224","Total, month of death","Number of deaths","Number","223","units","0","v21216460","6.1.1","55762","","","","0"
"2002","Quebec, place of residence","2021A000224","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216461","6.1.2","100.0","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, January","Number of deaths","Number","223","units","0","v21216462","6.2.1","5262","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216463","6.2.2","9.4","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, February","Number of deaths","Number","223","units","0","v21216464","6.3.1","5086","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216465","6.3.2","9.1","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, March","Number of deaths","Number","223","units","0","v21216466","6.4.1","4942","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216467","6.4.2","8.9","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, April","Number of deaths","Number","223","units","0","v21216468","6.5.1","4376","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216469","6.5.2","7.8","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, May","Number of deaths","Number","223","units","0","v21216470","6.6.1","4672","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216471","6.6.2","8.4","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, June","Number of deaths","Number","223","units","0","v21216472","6.7.1","4324","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216473","6.7.2","7.8","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, July","Number of deaths","Number","223","units","0","v21216474","6.8.1","4841","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216475","6.8.2","8.7","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, August","Number of deaths","Number","223","units","0","v21216476","6.9.1","4511","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216477","6.9.2","8.1","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, September","Number of deaths","Number","223","units","0","v21216478","6.10.1","4022","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216479","6.10.2","7.2","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, October","Number of deaths","Number","223","units","0","v21216480","6.11.1","4343","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, October","Percentage of deaths","Percentage","242","units","0","v21216481","6.11.2","7.8","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, November","Number of deaths","Number","223","units","0","v21216482","6.12.1","4552","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, November","Percentage of deaths","Percentage","242","units","0","v21216483","6.12.2","8.2","","","","1"
"2002","Quebec, place of residence","2021A000224","Month of death, December","Number of deaths","Number","223","units","0","v21216484","6.13.1","4831","","","","0"
"2002","Quebec, place of residence","2021A000224","Month of death, December","Percentage of deaths","Percentage","242","units","0","v21216485","6.13.2","8.7","","","","1"
"2002","Ontario, place of residence","2021A000235","Total, month of death","Number of deaths","Number","223","units","0","v21216486","7.1.1","82176","","","","0"
"2002","Ontario, place of residence","2021A000235","Total, month of death","Percentage of deaths","Percentage","242","units","0","v21216487","7.1.2","100.0","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","7287","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, January","Percentage of deaths","Percentage","242","units","0","v21216489","7.2.2","8.9","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6530","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, February","Percentage of deaths","Percentage","242","units","0","v21216491","7.3.2","7.9","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7459","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, March","Percentage of deaths","Percentage","242","units","0","v21216493","7.4.2","9.1","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, April","Number of deaths","Number","223","units","0","v21216494","7.5.1","6654","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, April","Percentage of deaths","Percentage","242","units","0","v21216495","7.5.2","8.1","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, May","Number of deaths","Number","223","units","0","v21216496","7.6.1","6735","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, May","Percentage of deaths","Percentage","242","units","0","v21216497","7.6.2","8.2","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, June","Number of deaths","Number","223","units","0","v21216498","7.7.1","6291","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, June","Percentage of deaths","Percentage","242","units","0","v21216499","7.7.2","7.7","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, July","Number of deaths","Number","223","units","0","v21216500","7.8.1","6749","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, July","Percentage of deaths","Percentage","242","units","0","v21216501","7.8.2","8.2","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, August","Number of deaths","Number","223","units","0","v21216502","7.9.1","6512","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, August","Percentage of deaths","Percentage","242","units","0","v21216503","7.9.2","7.9","","","","1"
"2002","Ontario, place of residence","2021A000235","Month of death, September","Number of deaths","Number","223","units","0","v21216504","7.10.1","6373","","","","0"
"2002","Ontario, place of residence","2021A000235","Month of death, September","Percentage of deaths","Percentage","242","units","0","v21216505","7.10.2","7.8","","","","1"
